input/j1201_1.sm,149,130
input/j1201_2.sm,153,135
input/j1201_3.sm,154,154
input/j1201_4.sm,120,114
input/j1201_5.sm,153,153
input/j1201_6.sm,109,105
input/j1201_7.sm,147,141
input/j1201_8.sm,146,140
input/j1201_9.sm,149,134
input/j1201_10.sm,172,136
input/j1202_1.sm,107,98
input/j1202_2.sm,92,89
input/j1202_3.sm,118,116
input/j1202_4.sm,130,121
input/j1202_5.sm,134,129
input/j1202_6.sm,132,118
input/j1202_7.sm,112,110
input/j1202_8.sm,110,109
input/j1202_9.sm,125,114
input/j1202_10.sm,139,110
input/j1203_1.sm,102,101
input/j1203_2.sm,100,100
input/j1203_3.sm,112,100
input/j1203_4.sm,91,77
input/j1203_5.sm,115,86
input/j1203_6.sm,118,102
input/j1203_7.sm,111,99
input/j1203_8.sm,103,91
input/j1203_9.sm,100,86
input/j1203_10.sm,110,103
input/j1204_1.sm,106,98
input/j1204_2.sm,113,107
input/j1204_3.sm,95,95
input/j1204_4.sm,92,88
input/j1204_5.sm,83,83
input/j1204_6.sm,102,99
input/j1204_7.sm,94,85
input/j1204_8.sm,90,90
input/j1204_9.sm,88,88
input/j1204_10.sm,88,77
input/j1205_1.sm,102,92
input/j1205_2.sm,88,80
input/j1205_3.sm,80,76
input/j1205_4.sm,108,97
input/j1205_5.sm,93,77
input/j1205_6.sm,102,89
input/j1205_7.sm,112,98
input/j1205_8.sm,83,82
input/j1205_9.sm,120,120
input/j1205_10.sm,95,92
input/j1206_1.sm,216,195
input/j1206_2.sm,195,184
input/j1206_3.sm,196,174
input/j1206_4.sm,230,210
input/j1206_5.sm,169,160
input/j1206_6.sm,231,196
input/j1206_7.sm,250,211
input/j1206_8.sm,230,212
input/j1206_9.sm,226,215
input/j1206_10.sm,241,220
input/j1207_1.sm,144,125
input/j1207_2.sm,164,152
input/j1207_3.sm,147,124
input/j1207_4.sm,148,133
input/j1207_5.sm,183,164
input/j1207_6.sm,180,165
input/j1207_7.sm,165,141
input/j1207_8.sm,131,124
input/j1207_9.sm,118,117
input/j1207_10.sm,152,145
input/j1208_1.sm,132,113
input/j1208_2.sm,141,129
input/j1208_3.sm,130,127
input/j1208_4.sm,131,128
input/j1208_5.sm,136,131
input/j1208_6.sm,117,106
input/j1208_7.sm,122,105
input/j1208_8.sm,113,104
input/j1208_9.sm,118,109
input/j1208_10.sm,122,116
input/j1209_1.sm,126,113
input/j1209_2.sm,106,103
input/j1209_3.sm,105,105
input/j1209_4.sm,113,108
input/j1209_5.sm,120,119
input/j1209_6.sm,135,128
input/j1209_7.sm,92,90
input/j1209_8.sm,106,97
input/j1209_9.sm,106,106
input/j1209_10.sm,117,94
input/j12010_1.sm,127,121
input/j12010_2.sm,108,107
input/j12010_3.sm,127,115
input/j12010_4.sm,112,112
input/j12010_5.sm,124,105
input/j12010_6.sm,112,98
input/j12010_7.sm,99,98
input/j12010_8.sm,150,117
input/j12010_9.sm,90,77
input/j12010_10.sm,83,72
input/j12011_1.sm,226,220
input/j12011_2.sm,212,198
input/j12011_3.sm,288,257
input/j12011_4.sm,275,245
input/j12011_5.sm,291,267
input/j12011_6.sm,286,256
input/j12011_7.sm,221,192
input/j12011_8.sm,227,202
input/j12011_9.sm,232,210
input/j12011_10.sm,249,216
input/j12012_1.sm,184,175
input/j12012_2.sm,148,143
input/j12012_3.sm,171,169
input/j12012_4.sm,184,155
input/j12012_5.sm,220,212
input/j12012_6.sm,159,157
input/j12012_7.sm,167,161
input/j12012_8.sm,152,147
input/j12012_9.sm,147,134
input/j12012_10.sm,183,173
input/j12013_1.sm,166,165
input/j12013_2.sm,114,104
input/j12013_3.sm,158,147
input/j12013_4.sm,147,144
input/j12013_5.sm,133,108
input/j12013_6.sm,141,120
input/j12013_7.sm,142,129
input/j12013_8.sm,135,109
input/j12013_9.sm,115,103
input/j12013_10.sm,127,123
input/j12014_1.sm,104,103
input/j12014_2.sm,120,119
input/j12014_3.sm,110,103
input/j12014_4.sm,109,105
input/j12014_5.sm,129,124
input/j12014_6.sm,123,100
input/j12014_7.sm,113,110
input/j12014_8.sm,146,143
input/j12014_9.sm,119,118
input/j12014_10.sm,106,102
